organisationid,organisationcode,organisationtype,subtype,sector,organisationstatus,ispimsmanaged,organisationname,parentodscode,parentname,phone,email,website,fax
4953026,RDRCR,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Crowborough War Memorial Hospital - Sussex Community NHS Foundation Trust,RDR,Sussex Community NHS Foundation Trust,01892 652284,,http://www.sussexcommunity.nhs.uk/,",,,"
5065244,NVM01,Hospital,Hospital,Independent Sector,Visible,TRUE,Cobham Day Surgery Hospital,NVM,Epsomedical Group,01932 588400,enquiries@epsomedical.co.uk,http://www.epsomedical.co.uk/,"01932 865870,,,"
5176076,RXAF4,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Springview ,RXA,Cheshire and Wirral Partnership NHS Foundation Trust,0151 4827636,,http://www.cwp.nhs.uk/locations/1112-springview-hospital-clatterbridge-health-park-wirral,",,,"
5176991,RQX20,Hospital,Hospital,NHS Sector,Visible,TRUE,St Leonard's,RQX,Homerton University Hospital NHS Foundation Trust,0207 683 4527,,http://www.homerton.nhs.uk/our-services/services-a-z/s/st-leonards-hospital/,",,,"
5177144,RTP04,Hospital,Hospital,NHS Sector,Visible,TRUE,East Surrey Hospital,RTP,Surrey and Sussex Healthcare NHS Trust,01737 768 511,,,",,,"
5372875,AVQ01,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,One Ashford Hospital,AVQ,One Healthcare,01233 423000,ashford.info@onehealthcare.co.uk,https://www.onehealthcare.co.uk/ashford,",,,"
5373060,RV91W,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Whitby Hospital,RV9,Humber Teaching NHS Foundation Trust,01947 899200,hnf-tr.contactus@nhs.net,http://www.humber.nhs.uk,",,,"
5373148,NMJ22,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Cygnet Hospital Bury,NMJ,Cygnet Health Care Limited,0161 762 7200,,https://www.cygnethealth.co.uk/locations/cygnet-hospital-bury/,",,,"
5373149,NMJ23,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Cygnet Hospital Sheffield,NMJ,Cygnet Health Care Limited,0114 279 3350,,https://www.cygnethealth.co.uk/locations/cygnet-hospital-sheffield/,",,,"
5373150,NMJ24,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Cygnet Hospital Woking,NMJ,Cygnet Health Care Limited,01483 795 100,,https://www.cygnethealth.co.uk/locations/cygnet-hospital-woking/,",,,"
5480244,RX34F,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Bootham Park Hospital,RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",01904 556 840,tewv.iaptyorkselby@nhs.net,http://www.yor-ok.org.uk/service-detail.htm?serviceid=6169,",,"
5480313,RJ8A3,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Liskeard Community Hospital - Cornwall Partnership NHS Foundation Trust,RJ8,Cornwall Partnership NHS Foundation Trust,01579 373500,,http://www.cornwallft.nhs.uk/hospitals/liskeard/,",,,"
5692500,RPA88,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,The Somerfield Hospital,RPA,Medway NHS Foundation Trust,,,,",,,"
5904543,NPG07,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,SpaMedica Eye Hospital Wakefield,NPG,Spamedica,0330 058 4280,contact@spamedica.co.uk,http://www.spamedica.co.uk,"01204 441340,,,"
5904550,AWT01,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Mya St Lukes Hospital,AWT,Mya Cosmetic Surgery Limited,,,,",,,"
6010838,AXC01,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,London Welbeck Hospital,AXC,Welbeck Healthcare Limited,,,,",,,"
6117792,AXL01,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Mundesley Hospital - Gimingham,AXL,Mundesley Hospital,,,,",,,"
6117824,NL50N,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Benjamin Court Hospital,NL5,Ascenti,,,,",,,"
6224161,RF4CM,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,The Chelmsford Private Day Surgery Hospital,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",,,,",,"
6224175,RH8D4,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Moretonhampstead Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust,,,,",,,"
6518169,DAM02,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Arbour Lodge Independent Hospital,DAM,Barchester Healthcare Ltd,,,,",,,"
6518170,DAM03,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Billingham Grange Independent Hospital,DAM,Barchester Healthcare Ltd,,,,",,,"
6518171,DAM04,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Forest Independent Hospital,DAM,Barchester Healthcare Ltd,,,,",,,"
6518172,DAM05,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,South View - Hazeldene Independent Hospital,DAM,Barchester Healthcare Ltd,,,,",,,"
6518173,DAM06,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Windermere House Independent Hospital,DAM,Barchester Healthcare Ltd,00000 000000,,,",,,"
6518174,DAM07,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Jasmine Court Independent Hospital,DAM,Barchester Healthcare Ltd,,,,",,,"
6518175,DAM08,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Castle Lodge Independent Hospital,DAM,Barchester Healthcare Ltd,00000 000000,,,",,,"
6701616,DC808,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,"Rye, Winchelsea & District Memorial Hospital",DC8,Medical Imaging Partnership Ltd,,,,",,"
6701659,NDAJ0,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Livingstone Community Hospital - Virgin Care Adult Community Services,NDA,Virgin Care Services Ltd,01322 622374,,http://www.virgincare.co.uk/service-hub/north-kent-adults/,",,,"
6701944,RMY90,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,"Peddars Centre, Hellesdon Hospital",RMY,Norfolk and Suffolk NHS Foundation Trust,,,,",,"
6701976,RMYNX,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,"Foxhall House, Ipswich",RMY,Norfolk and Suffolk NHS Foundation Trust,,,,",,"
6795504,NT30A,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Spire Nottingham Hospital,NT3,Spire Healthcare,0115 937 7800,ntgbookings@spirehealthcare.com,https://www.spirehealthcare.com/spire-nottingham-hospital/,"0115 937 7826,,,"
7071384,RXAG5,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Ancora House,RXA,Cheshire and Wirral Partnership NHS Foundation Trust,01244 397258,,http://www.mymind.org.uk/,",,,"
7071523,RQ370,Hospital,Hospital,Independent Sector,Visible,FALSE,Birmingham Women's Hospital,RQ3,Birmingham Women's and Children's NHS Foundation Trust,,,,",,,"
7353080,RGN90,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Hinchingbrooke Hospital,RGN,North West Anglia NHS Foundation Trust,01480 416416,,https://www.nwangliaft.nhs.uk/,",,,"
7353197,RH8D6,Hospital,Hospital,NHS Sector,Visible,TRUE,Exeter Community Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust,,,,",,,"
7560330,NVC0M,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,West Valley Hospital,NVC,Ramsay Healthcare UK Operations Limited,020 3946 0010,croydon.enquiries@ramsayhealth.co.uk,https://www.westvalleyhospital.co.uk/,",,"
7560656,RX38Q,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Redcar Primary Care Hospital,RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",,,,",,"
7560659,NNFA7,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Goole & District Hospital,NNF,City Health Care Partnership Cic,01405 720720,,,",,,"
7560822,R1L10,Hospital,Hospital,Independent Sector,Visible,TRUE,Rochford Community Hospital,R1L,Essex Partnership University NHS Foundation Trust,01702 538000,,,",,,"
7757945,R1L50,Hospital,Hospital,NHS Sector,Visible,TRUE,Thurrock Community Hospital,R1L,Essex Partnership University NHS Foundation Trust,0300 123 0808,,,",,,"
7828754,RHQRC,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Ryegate Childrens Hospital,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,,,,",,,"
7828769,RK5FK,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Ashfield Community Hospital,RK5,Sherwood Forest Hospitals NHS Foundation Trust,,,,",,,"
8027649,DJ001,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,St Lukes Hospice (Harrow),DJ0,St Lukes Hospice (Harrow),,,,",,,"
8028042,DJH01,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,The Royal Buckinghamshire Hospital Ltd,DJH,The Royal Buckinghamshire Hospital Ltd,,,,",,,"
8028120,NVC0R,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Tees Valley Hospital,NVC,Ramsay Healthcare UK Operations Limited,01642 087334,,https://www.teesvalleyhospital.co.uk,",,,"
8127678,RTH13,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Oxford City Community Hospital,RTH,Oxford University Hospitals NHS Foundation Trust,,,,",,"
8127909,DJQ1L,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Farnham Hospital & Centre For Health,DJQ,Surrey Healthy Children And Families LLP,,,,",,,"
8228408,DKF01,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Manchester Private Hospital,DKF,Manchester Private Clinic Ltd,01615078822,info@manchesterprivatehospital.co.uk,http://www.manchesterprivatehospital.co.uk,"01615078828,,,"
8228422,R0A02,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Manchester Royal Infirmary,R0A,Manchester University NHS Foundation Trust,0161 276 1234,,https://mft.nhs.uk/mri/,",,,"
8228423,R0A03,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Royal Manchester Children's Hospital,R0A,Manchester University NHS Foundation Trust,0161 276 1234,,https://mft.nhs.uk/rmch/,",,,"
8228424,R0A04,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Manchester Royal Eye Hospital,R0A,Manchester University NHS Foundation Trust,0161 276 1234,,https://mft.nhs.uk/royal-eye/,",,,"
8228425,R0A05,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,St Mary's Hospital,R0A,Manchester University NHS Foundation Trust,0161 276 1234,,https://mft.nhs.uk/saint-marys/,",,,"
8228427,R0A07,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Wythenshawe Hospital,R0A,Manchester University NHS Foundation Trust,01619987070,,https://mft.nhs.uk/wythenshawe/,",,,"
8228428,R0A08,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Withington Community Hospital,R0A,Manchester University NHS Foundation Trust,01614345555,,https://mft.nhs.uk/withington/,",,,"
8228429,R0A09,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Trafford General Hospital,R0A,Manchester University NHS Foundation Trust,0161 748 4022,,https://mft.nhs.uk/trafford/,",,,"
8228430,R0A10,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Altrincham Hospital,R0A,Manchester University NHS Foundation Trust,0161 413 7700,,https://mft.nhs.uk/altrincham/,",,,"
8228458,R0A33,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,University Dental Hospital,R0A,Manchester University NHS Foundation Trust,0161 393 7730,,https://mft.nhs.uk/dental/,",,,"
8329532,NBGJ9,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,The Wilmslow Hospital,NBG,Mediscan Diagnostics Services Limited,,,,",,,"
8329604,RWG14,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,West Hertfordshire Hospitals Therapy Unit,RWG,West Hertfordshire Hospitals NHS Trust,,,,",,,"
8329608,NV11R,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,InHealth - BMI Sandringham Hospital,NV1,InHealth Group Limited,,,,",,,"
8329710,AVQ03,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,One Hatfield Hospital,AVQ,One Healthcare,01707 443333,hatfield.info@onehealthcare.co.uk,http://onehealthcare.co.uk/hatfield,",,,"
8431103,NPG09,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,SpaMedica Eye Hospital Bolton,NPG,Spamedica,0330 058 4280,contact@spamedica.co.uk,https://www.spamedica.co.uk/,",,,"
8532393,AXA02,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Royal London Hospital,AXA,Tower Hamlets Gp Care Group CIC,,,,",,,"
8634153,RGT2V,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Oxford University Hospitals,RGT,Cambridge University Hospitals NHS Foundation Trust,,,,",,,"
8836829,DM801,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Weymouth Street Hospital,DM8,Phoenix Hospital Group,020 7935 1200,,https://www.weymouthstreethospital.com/,",,,"
8836833,RYW17,Hospital,Hospital,NHS Sector,Visible,TRUE,West Midlands Rehabilitation Centre,RYW,Birmingham Community Healthcare NHS Foundation Trust,0121 466 6000,,http://www.bhamcommunity.nhs.uk/patients-public/rehabilitation/,",,,"
8837168,NYW0A,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Aspen Healthcare - Claremont Hospital,NYW,Aspen Healthcare Limited,,,,",,,"
8837239,AXG05,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Glenside Hospital,AXG,Wiltshire Health & Care,,,,",,,"
9040110,RHM0O,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Bournemouth Nuffield Hospital,RHM,University Hospital Southampton NHS Foundation Trust,,,,",,,"
9242464,RTG54,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Samuel Johnson Community Hospital,RTG,University Hospital of Derby and Burton NHS Foundation Trust,01283 511511,,https://www.uhdb.nhs.uk,",,,"
9445752,RRK97,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Heartlands Hospital,RRK,University Hospitals Birmingham NHS Foundation Trust,0121 424 2000,,https://www.uhb.nhs.uk,",,,"
9445753,RRK98,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Good Hope Hospital,RRK,University Hospitals Birmingham NHS Foundation Trust,0121 424 2000,,https://www.uhb.nhs.uk,",,,"
9445754,RRK99,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Solihull Hospital,RRK,University Hospitals Birmingham NHS Foundation Trust,01214242000,,https://www.uhb.nhs.uk,",,,"
9548866,RBAH4,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Wellesley Hospital,RBA,Taunton and Somerset NHS Foundation Trust,,,,",,,"
9653420,RDE05,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Felixstowe Hospital,RDE,East Suffolk and North Essex NHS Foundation Trust,,,,",,,"
9653501,RCD4X,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Brompton House Day Hospital And Chidren's Development Centre,RCD,Harrogate and District NHS Foundation Trust,,,,",,,"
9653502,RCD4Y,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Chapel Street Day Hospital,RCD,Harrogate and District NHS Foundation Trust,,,,",,,"
9759044,NL50B,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Eccleston Health Centre,NL5,Ascenti,,,,",,,"
9759163,DRH01,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Kinvara Private Hospital,DRH,Kinvara Private Hospital Ltd,,,,",,,"
9759367,RRE4U,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,St Michael's Hospital,RRE,Midlands Partnership NHS Foundation Trust,,,,",,,"
9759368,RRE4Z,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,University Hospital Of North Staffs,RRE,Midlands Partnership NHS Foundation Trust,,,,",,,"
9759462,RREHI,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Airs -Bradwell Hospital,RRE,Midlands Partnership NHS Foundation Trust,,,,",,,"
9970086,NMJ26,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Cygnet Hospital Maidstone,NMJ,Cygnet Health Care Limited,,,,",,,"
9970137,DE865,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,All Saints Hospital,DE8,Elysium Healthcare,,,,",,,"
10075366,RWK4R,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Steppingley Hospital,RWK,East London NHS Foundation Trust,,,,",,,"
10075471,RCX08,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Sandringham Private Hospital,RCX,"The Queen Elizabeth Hospital, King's Lynn. NHS Foundation Trust",,,,",,"
10075654,NMJ0F,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Cygnet Cedar Vale,NMJ,Cygnet Health Care Limited,01949 829378,,https://www.cygnethealth.co.uk/locations/cygnet-cedar-vale/,",,,"
10075656,NMJ0Y,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Cygnet Wast Hills,NMJ,Cygnet Health Care Limited,0121 458 2263,,https://www.cygnethealth.co.uk/locations/cygnet-wast-hills/,",,,"
10075671,NMJ0J,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Hollyhurst,NMJ,Cygnet Health Care Limited,01325 252 002,,https://www.cygnethealth.co.uk/locations/hollyhurst/,",,,"
10075674,NMJ0M,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Blackwell House,NMJ,Cygnet Health Care Limited,,,,",,,"
10398514,DX101,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,The New Foscote Hospital (Foscote Hospital),DX1,The New Foscote Hospital Ltd,,,,",,,"
10398515,DX102,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,The New Foscote Hospital (Ginsburg Yard),DX1,The New Foscote Hospital Ltd,,,,",,,"
10512701,NNJ11,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Lutterworth Hospital,NNJ,DHU Health Care CIC,0000 0000 000,dhu.patient-experience@nhs.net,http://www.dhuhealthcare.com,",,,"
10565314,R0B1J,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Monkton Hall Hospital,R0B,South Tyneside And Sunderland NHS Foundation Trust,,,,",,,"
10565381,RL130,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Spire Yale Hospital,RL1,Robert Jones and Agnes Hunt Orthopaedic and District Hospital NHS Trust,,,,",,,"
10617463,RTH39,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Birmingham Children's Hospital,RTH,Oxford University Hospitals NHS Foundation Trust,,,,",,,"
10617466,RTH18,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,University Hospital Of Wales,RTH,Oxford University Hospitals NHS Foundation Trust,,,,",,,"
10617482,RX3KI,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Foss Park Hospital,RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",,,,",,"
10617567,RGT1W,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Jersey General Hospital,RGT,Cambridge University Hospitals NHS Foundation Trust,,,,",,,"
10617785,8A580,Hospital,Hospital,Independent Sector,Visible,TRUE,Ellern Mede Ridgeway,DN7,Ellern Mede Barnet,,,,",,"
10749492,DAY27,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Stoneygate Eye Hospital,DAY,Llr Provider Company Ltd,,,,",,,"
10775735,REMBB,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Royal Liverpool University Dental Hospital,REM,Liverpool University Hospitals NHS Foundation Trust,,,,",,,"
10775747,REMAH,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Broadgreen Hospital,REM,Liverpool University Hospitals NHS Foundation Trust,,,,",,,"
10775992,RRVP5,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal National ENT and Eastman Dental Hospitals,RRV,University College London Hospitals NHS Foundation Trust,,,,",,,"
10776494,NV30H,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Circle Rehabilitation Birmingham,NV3,Circle Health,,,,",,,"
10802752,ODS24,Hospital,Hospital,Independent Sector,Visible,TRUE,Trent PTS - Bilborough,NLS,Trent Pts,0115 896 3160,enquiries@trentpts.co.uk,http://www.trentpts.co.uk,",,,"
10802753,ODS23,Hospital,Hospital,Independent Sector,Visible,TRUE,Trent PTS - Bingham,NLS,Trent Pts,0115 896 3160,enquiries@trentpts.co.uk,http://www.trentpts.co.uk,",,,"
10802821,RW40A,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Hartley Hospital,RW4,Mersey Care NHS Foundation Trust,0151 473 0303,,,",,,"
10802841,GAP01,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,St Jude's Women's Hospital (HQ),GAP,St Jude's Women's Hospital,,,,",,,"
10802905,RYX94,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Langley House Community Hospital,RYX,Central London Community Healthcare NHS Trust,,,,",,,"
10829228,GC401,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Aset Hospital,GC4,Aset Hospital Hassan Shaaban Limited,,,,",,,"
10855530,RNNBX,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,West Cumberland Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust,,,,",,,"
10855561,RJR59,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Highfield Hospital,RJR,Countess Of Chester Hospital NHS Foundation Trust,,,,",,,"
10880391,TP9FD,Hospital,Hospital,Independent Sector,Visible,TRUE,Community Eyecare Cataract and Surgical Centre,AAV,Community Health And Eyecare Limited,,,,","
10880393,TP97Y,Hospital,Hospital,Independent Sector,Visible,TRUE,Community Eyecare Cataract and Surgical Centre,AAV,Community Health And Eyecare Limited,,,,",,"
10880408,RX40B,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Carleton Clinic,RX4,Cumbria Northumberland Tyne and Wear NHS Foundation Trust,01228 602000,,http://www.cntw.nhs.uk,",,,"
10917648,NN804,Hospital,Hospital,Independent Sector,Visible,TRUE,"Spencer Private Hospitals, Canterbury",NN8,East Kent Medical Services Ltd,01227 206 700,enquiries@spencerhospitals.com,https://www.spencerprivatehospitals.com/,",,"
10921185,TAJ82,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Bloxwich Hospital,TAJ,Black Country Healthcare NHS Foundation Trust,,,,",,,"
10921186,TAJ83,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Dorothy Pattison Hospital,TAJ,Black Country Healthcare NHS Foundation Trust,,,,",,,"
10921194,TAJ92,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Bushey Fields Hospital,TAJ,Black Country Healthcare NHS Foundation Trust,,,,",,,"
10927464,RAJ75,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Capio Oaks Hospital,RAJ,Mid and South Essex NHS Foundation Trust,,,,",,,"
10927514,RAJ79,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Marlborough House (Meht),RAJ,Mid and South Essex NHS Foundation Trust,,,,",,,"
